cap,color,drive,fuel,km,make,model,power,price,trans,year
1910cm3,Niebieski,Naprzedniekoła,Diesel,192300km,Opel,Astra,150KM,16500,Manualna,2009
1596cm3,Innykolor,Naprzedniekoła,BenzynaLPG,220000km,Ford,Focus,100KM,6900,Manualna,2002
1795cm3,Czarny,Natylnekoła,Benzyna,107700km,MercedesBenz,SLK,163KM,42000,Manualna,2005
1796cm3,Srebrny,Naprzedniekoła,BenzynaLPG,185882km,Opel,Astra,125KM,13000,Manualna,2003
1968cm3,Biały,Naprzedniekoła,Diesel,42700km,Audi,A4,150KM,89900,Manualna,2014
1598cm3,Niebieski,Naprzedniekoła,Benzyna,156000km,Peugeot,308CC,156KM,29900,Manualna,2010
3189cm3,Czarny,Naprzedniekoła,BenzynaLPG,320000km,Volkswagen,Eos,250KM,44900,Automatyczna,2008
3387cm3,Czarny,Natylnekoła,Benzyna,83395km,Porsche,Boxster,295KM,159900,Manualna,2007
1781cm3,Czarny,Naprzedniekoła,Benzyna,246783km,Audi,Cabriolet,125KM,31000,Manualna,1998
2998cm3,Biały,Natylnekoła,Benzyna,151000km,MercedesBenz,W12419841993,251KM,49500,Automatyczna,1993
1998cm3,Szary,Natylnekoła,Benzyna,100km,Mazda,MX5,183KM,159873,Manualna,2022
1840cm3,Niebieski,Natylnekoła,Benzyna,81626km,Mazda,MX5,146KM,22000,Manualna,2001
1242cm3,Czerwony,Naprzedniekoła,Benzyna,21163km,Fiat,500,69KM,53900,Manualna,2019
1998cm3,Niebieski,Naprzedniekoła,Benzyna,42000km,MINI,CooperS,192KM,105000,Automatyczna,2018
1997cm3,Zielony,Naprzedniekoła,Benzyna,173000km,Peugeot,307CC,138KM,11999,Manualna,2004
3996cm3,Bordowy,Natylnekoła,Benzyna,268000km,Jaguar,XK8,284KM,75000,Automatyczna,1996
2521cm3,Innykolor,Naprzedniekoła,Benzyna,165000km,Volvo,C70,230KM,51000,Automatyczna,2012
1598cm3,Szary,Naprzedniekoła,Benzyna,166000km,Peugeot,207CC,120KM,14500,Manualna,2008
1998cm3,Czarny,Natylnekoła,Benzyna,111200km,Opel,GT,264KM,54900,Manualna,2008
1968cm3,Biały,Naprzedniekoła,Diesel,189000km,Audi,A3,150KM,75999,Manualna,2014
1984cm3,Szary,Naprzedniekoła,Benzyna,73000km,Volkswagen,Eos,150KM,22900,Manualna,2007
1997cm3,Srebrny,Naprzedniekoła,Diesel,191000km,Peugeot,308CC,136KM,21900,Manualna,2009
1796cm3,Złoty,Naprzedniekoła,Benzyna,189000km,Opel,Astra,140KM,19900,Automatyczna,2006
2706cm3,Biały,Natylnekoła,Benzyna,77530km,Porsche,Boxster,265KM,235000,Automatyczna,2012
1997cm3,Srebrny,Naprzedniekoła,Diesel,105250km,Volvo,C70,136KM,31900,Automatyczna,2009
1795cm3,Czarny,Natylnekoła,Benzyna,146000km,MercedesBenz,SLK,163KM,31900,Automatyczna,2004
4966cm3,Srebrny,Naprzedniekoła,Benzyna,74900km,MercedesBenz,SL,306KM,95000,Automatyczna,2002
1595cm3,Biały,Naprzedniekoła,Benzyna,218000km,Volkswagen,Golf,75KM,49999,Automatyczna,1982
1796cm3,Niebieski,Naprzedniekoła,Benzyna,177000km,Opel,Astra,140KM,16900,Manualna,2006
1991cm3,Niebieski,Natylnekoła,Benzyna,196052km,BMW,Seria3,150KM,22900,Automatyczna,1997
1364cm3,Szary,Naprzedniekoła,Benzyna,76000km,Opel,Cascada,140KM,59500,Manualna,2017
3199cm3,Czerwony,Natylnekoła,Benzyna,238850km,MercedesBenz,KlasaE,220KM,74000,Automatyczna,1995
2996cm3,Szary,Natylnekoła,Benzyna,97500km,BMW,Seria3,230KM,64999,Automatyczna,2011
1598cm3,Beżowy,Naprzedniekoła,Benzyna,189866km,MINI,Cooper,115KM,31900,Manualna,2007
1499cm3,Innykolor,Naprzedniekoła,Benzyna,179000km,Mitsubishi,Colt,109KM,11900,Manualna,2007
2496cm3,Niebieski,Naprzedniekoła,Diesel,264621km,Audi,A4,163KM,18900,Automatyczna,2005
5439cm3,Czarny,Natylnekoła,Benzyna,200002km,MercedesBenz,CLK,367KM,89999,Automatyczna,2005
2480cm3,Czerwony,Natylnekoła,Benzyna,187414km,Porsche,Boxster,204KM,53999,Automatyczna,1999
1242cm3,Biały,Naprzedniekoła,Benzyna,98000km,Fiat,500,69KM,26900,Manualna,2010
3982cm3,Biały,Natylnekoła,Benzyna,42994km,MercedesBenz,AMGGT,476KM,649000,Automatyczna,2018
1598cm3,Brązowy,Naprzedniekoła,Benzyna,,Opel,Cascada,200KM,76900,Automatyczna,2017
3498cm3,Biały,Natylnekoła,Benzyna,324000km,MercedesBenz,SL,315KM,93900,Automatyczna,2008
4799cm3,Biały,Natylnekoła,Benzyna,146646km,BMW,Seria6,367KM,89000,Automatyczna,2010
1998cm3,Czarny,Naprzedniekoła,Benzyna,169800km,Renault,Megane,165KM,12500,Manualna,2005
2300cm3,Szary,Natylnekoła,Benzyna,65000km,MercedesBenz,Inny,150KM,549000,Automatyczna,1963
2995cm3,Szary,4x4stały,Benzyna,22259km,Audi,S5,354KM,187000,Automatyczna,2017
1781cm3,Niebieski,Naprzedniekoła,Benzyna,240000km,Audi,TT,180KM,15800,Manualna,2001
1796cm3,Czarny,Natylnekoła,Benzyna,61400km,MercedesBenz,SLK,184KM,79500,Automatyczna,2013
1197cm3,Biały,Naprzedniekoła,Benzyna,104000km,Volkswagen,Golf,105KM,49990,Manualna,2012
1995cm3,Czarny,Natylnekoła,Diesel,284000km,BMW,Seria3,150KM,25500,Manualna,2005
1390cm3,Czarny,Naprzedniekoła,Benzyna,182540km,Volkswagen,NewBeetle,75KM,12900,Manualna,2004
4000cm3,Biały,Natylnekoła,Benzyna,126160km,Dodge,Dakota,125KM,82000,Automatyczna,1989
1988cm3,Czarny,Natylnekoła,Benzyna,15000km,Porsche,718Boxster,300KM,290000,Automatyczna,2019
4163cm3,Czerwony,4x4stały,Benzyna,19000km,Audi,RS5,450KM,189000,Automatyczna,2014
1587cm3,Czarny,Naprzedniekoła,BenzynaLPG,176000km,Peugeot,207CC,120KM,16500,Manualna,2008
3246cm3,Innykolor,Natylnekoła,Benzyna,123521km,BMW,M3,343KM,139000,Automatyczna,2004
3189cm3,Biały,Naprzedniekoła,Benzyna,170470km,Volkswagen,Eos,250KM,42500,Automatyczna,2007
1984cm3,Czarny,Naprzedniekoła,Benzyna,233317km,Volkswagen,Eos,150KM,22500,Manualna,2006
1595cm3,Niebieski,Naprzedniekoła,Benzyna,172000km,Volkswagen,Golf,72KM,24500,Manualna,1988
1800cm3,Szary,Naprzedniekoła,Benzyna,89410km,Volkswagen,Beetle,170KM,71900,Automatyczna,2016
2435cm3,Srebrny,Naprzedniekoła,Benzyna,148000km,Volvo,C70,170KM,11900,Automatyczna,2006
1998cm3,Szary,Natylnekoła,Benzyna,9500km,Mazda,MX5,184KM,132000,Manualna,2019
3246cm3,Srebrny,Natylnekoła,Benzyna,192000km,BMW,M3,343KM,115000,Manualna,2004
4520cm3,Czarny,Natylnekoła,Benzyna,144000km,MercedesBenz,SL,220KM,59000,Automatyczna,1977
1597cm3,Zielony,Natylnekoła,Benzyna,180000km,Mazda,MX5,110KM,16490,Manualna,1999
2171cm3,Czarny,Natylnekoła,BenzynaLPG,238000km,BMW,Seria3,170KM,24900,Manualna,2003
1997cm3,Czarny,Naprzedniekoła,BenzynaLPG,241000km,Peugeot,307CC,138KM,12500,Automatyczna,2004
5700cm3,Czarny,Natylnekoła,Benzyna,26000km,Chevrolet,Corvette,305KM,74999,Automatyczna,1986
1998cm3,Czarny,Naprzedniekoła,BenzynaLPG,314000km,Opel,Astra,170KM,15200,Manualna,2006
4951cm3,Szary,Natylnekoła,Benzyna,8618km,Ford,Mustang,421KM,279000,Automatyczna,2017
1997cm3,Niebieski,Naprzedniekoła,Diesel,246926km,Volvo,C70,136KM,22900,Manualna,2008
1995cm3,Srebrny,Natylnekoła,Benzyna,171000km,BMW,Seria3,143KM,29400,Manualna,2006
1598cm3,Czarny,Naprzedniekoła,Benzyna,192134km,MINI,Cooper,115KM,8200,Manualna,2007
1798cm3,Czerwony,Naprzedniekoła,Benzyna,55000km,Audi,A5,177KM,73000,Automatyczna,2016
1798cm3,Szary,Natylnekoła,Benzyna,87700km,Mazda,MX5,126KM,28800,Manualna,2007
2959cm3,Bordowy,Natylnekoła,Benzyna,202350km,Nissan,300ZX,230KM,39000,Manualna,1994
1560cm3,Srebrny,Naprzedniekoła,Diesel,130000km,Peugeot,207CC,109KM,14900,Manualna,2007
1870cm3,Czarny,Naprzedniekoła,Diesel,254000km,Renault,Megane,120KM,9800,Manualna,2005
1598cm3,Szary,Naprzedniekoła,Benzyna,242225km,Opel,Astra,115KM,14800,Manualna,2008
3387cm3,Niebieski,4x4dołączanyautomatycznie,Benzyna,14300km,Porsche,911,300KM,229900,Manualna,1999
2400cm3,Niebieski,Naprzedniekoła,Diesel,297340km,Volvo,C70,180KM,32990,Automatyczna,2008
1798cm3,Czarny,Naprzedniekoła,Benzyna,223000km,Audi,A3,160KM,24800,Manualna,2009
1796cm3,Czarny,Natylnekoła,Benzyna,178034km,MercedesBenz,CLK,163KM,35900,Automatyczna,2005
1998cm3,Czarny,Naprzedniekoła,Benzyna,121000km,Renault,Megane,136KM,9900,Manualna,2004
1248cm3,Czarny,Naprzedniekoła,Diesel,235550km,Opel,Tigra,69KM,8800,Manualna,2006
2597cm3,Szary,Natylnekoła,Benzyna,92792km,MercedesBenz,CLK,170KM,45900,Automatyczna,2004
3518cm3,Złoty,Natylnekoła,Benzyna,60850km,Chrysler,Prowler,253KM,149000,Automatyczna,2002
1598cm3,Niebieski,Naprzedniekoła,Benzyna,195000km,Renault,Megane,111KM,11900,Manualna,2008
1598cm3,Czerwony,Natylnekoła,Benzyna,161005km,Mazda,MX5,110KM,18500,Manualna,2002
1997cm3,Niebieski,Natylnekoła,Benzyna,82000km,BMW,Z4,184KM,109000,Automatyczna,2012
1910cm3,Szary,Naprzedniekoła,Diesel,233000km,Opel,Astra,150KM,16999,Manualna,2008
1796cm3,Czarny,Naprzedniekoła,Benzyna,180000km,Opel,Astra,140KM,19900,Manualna,2007
3964cm3,Czerwony,4x4dołączanyręcznie,BenzynaLPG,194570km,Jeep,Wrangler,184KM,55000,Automatyczna,1994
4966cm3,Czarny,Natylnekoła,Benzyna,47000km,MercedesBenz,SL,306KM,69900,Automatyczna,2003
1781cm3,Srebrny,4x4stały,Benzyna,215000km,Audi,TT,225KM,16500,Manualna,2000
1796cm3,Czarny,Natylnekoła,Benzyna,151090km,MG,MGF,120KM,5900,Manualna,1998
5700cm3,Niebieski,Natylnekoła,Benzyna,99300km,Chevrolet,Corvette,300KM,99000,Automatyczna,1971
1998cm3,Srebrny,Natylnekoła,Benzyna,323800km,MercedesBenz,SLK,136KM,11400,Manualna,2000
1998cm3,Czarny,Natylnekoła,Benzyna,348500km,MercedesBenz,SLK,136KM,14500,Manualna,1998
1997cm3,Srebrny,Naprzedniekoła,Diesel,203000km,Peugeot,307CC,136KM,16900,Manualna,2007
1998cm3,Biały,Natylnekoła,Benzyna,96000km,BMW,Seria4,252KM,127000,Automatyczna,2018
2295cm3,Srebrny,Natylnekoła,BenzynaLPG,179000km,MercedesBenz,SLK,197KM,10000,Automatyczna,1998
2996cm3,Czarny,Natylnekoła,Benzyna,240000km,BMW,Seria3,218KM,38900,Manualna,2008
1360cm3,Czarny,Naprzedniekoła,Benzyna,98073km,Citroën,C3Pluriel,73KM,13900,Manualna,2008
1798cm3,Brązowy,Natylnekoła,Benzyna,59200km,Mazda,MX5,126KM,63900,Manualna,2015
999cm3,Szary,Naprzedniekoła,Benzyna,5km,Volkswagen,Taigo,95KM,92500,Manualna,2022
999cm3,Srebrny,Naprzedniekoła,Benzyna,124000km,Škoda,Fabia,110KM,46900,Manualna,2018
1998cm3,Szary,Natylnekoła,Benzyna,24966km,Mazda,MX5,184KM,142900,Automatyczna,2019
1999cm3,Czarny,Naprzedniekoła,Benzyna,154000km,Ford,Focus,145KM,19900,Manualna,2009
1997cm3,Innykolor,Naprzedniekoła,BenzynaLPG,222000km,Renault,Megane,140KM,29900,Automatyczna,2011
1598cm3,Niebieski,Naprzedniekoła,Benzyna,164000km,MINI,ONE,90KM,15900,Manualna,2005
3498cm3,Złoty,4x4stały,BenzynaLPG,184000km,Nissan,Murano,256KM,56000,Automatyczna,2011
2793cm3,Fioletowy,Natylnekoła,Benzyna,222000km,BMW,Seria3,193KM,28900,Manualna,1995
3000cm3,Czarny,Naprzedniekoła,Benzyna,120000km,Ferrari,308,230KM,179000,Manualna,1981
4973cm3,Srebrny,Natylnekoła,Benzyna,139000km,MercedesBenz,SL,320KM,115000,Automatyczna,1999
1997cm3,Niebieski,Naprzedniekoła,Diesel,221000km,Ford,Focus,136KM,19000,Manualna,2007
1781cm3,Niebieski,Naprzedniekoła,Benzyna,219000km,Volkswagen,Golf,98KM,15900,Manualna,1986
3800cm3,Fioletowy,Natylnekoła,Benzyna,125000km,MercedesBenz,SL,165KM,59000,Automatyczna,1984
1796cm3,Innykolor,Naprzedniekoła,Benzyna,165000km,Opel,Tigra,125KM,10999,Manualna,2006
1995cm3,Srebrny,Natylnekoła,Benzyna,160000km,BMW,Seria1,143KM,24900,Manualna,2008
1798cm3,Srebrny,Natylnekoła,Benzyna,195000km,Mazda,MX5,126KM,27900,Manualna,2006
1781cm3,Szary,Naprzedniekoła,Benzyna,183500km,Audi,A4,163KM,33300,Manualna,2003
2993cm3,Biały,4x4stały,Diesel,46287km,BMW,Seria8,340KM,459900,Automatyczna,2021
1364cm3,Srebrny,Naprzedniekoła,Benzyna,99000km,Opel,Tigra,90KM,10900,Manualna,2004
1597cm3,Zielony,Naprzedniekoła,Benzyna,71467km,Ford,Escort,90KM,6500,Manualna,1997
1598cm3,Szary,Naprzedniekoła,Benzyna,220000km,Renault,Megane,115KM,12500,Manualna,2005
1499cm3,Niebieski,Naprzedniekoła,Benzyna,150000km,Mitsubishi,Colt,109KM,15000,Manualna,2006
698cm3,Niebieski,Natylnekoła,Benzyna,170000km,Smart,Fortwo,61KM,12900,Automatyczna,2007
5461cm3,Biały,4x4stały,Benzyna,121111km,MercedesBenz,KlasaS,585KM,520000,Automatyczna,2016
1985cm3,Zielony,Naprzedniekoła,Benzyna,237000km,Saab,93,205KM,9500,Automatyczna,2000
1984cm3,Niebieski,Naprzedniekoła,Benzyna,175488km,Volkswagen,Eos,211KM,44999,Automatyczna,2011
1796cm3,Czarny,Natylnekoła,BenzynaLPG,127174km,MercedesBenz,CLK,163KM,38900,Manualna,2005
2972cm3,Niebieski,Naprzedniekoła,Benzyna,230660km,Chrysler,LeBaron,136KM,19900,Automatyczna,1990
1984cm3,Czarny,4x4stały,Benzyna,157051km,Audi,A5,211KM,75500,Automatyczna,2013
1598cm3,Czarny,Naprzedniekoła,Benzyna,225000km,Opel,Astra,115KM,18900,Manualna,2009
5204cm3,Czarny,Natylnekoła,Benzyna,7800km,Audi,R8,540KM,816720,Automatyczna,2021
2793cm3,Srebrny,Natylnekoła,Benzyna,134000km,BMW,Z3,192KM,55900,Automatyczna,2001
5038cm3,Żółty,Natylnekoła,Benzyna,39000km,Ford,Mustang,450KM,213999,Automatyczna,2019
1984cm3,Biały,4x4stały,Benzyna,5500km,Audi,A5,245KM,164900,Automatyczna,2019
2799cm3,Czarny,Natylnekoła,Benzyna,177000km,MercedesBenz,SL,193KM,21000,Automatyczna,1995
5461cm3,Niebieski,Natylnekoła,Benzyna,115000km,MercedesBenz,SL,387KM,100000,Automatyczna,2008
2290cm3,Srebrny,Naprzedniekoła,Benzyna,222239km,Saab,900,150KM,13700,Manualna,1994
1968cm3,Czarny,4x4stały,Diesel,169000km,Audi,A5,177KM,79777,Manualna,2013
1598cm3,Innykolor,Naprzedniekoła,Benzyna,217473km,Peugeot,207CC,150KM,18499,Manualna,2008
4973cm3,Innykolor,Natylnekoła,Benzyna,125225km,MercedesBenz,SL,320KM,87000,Automatyczna,1997
4395cm3,Czarny,Natylnekoła,Benzyna,141000km,BMW,Seria6,450KM,176000,Automatyczna,2015
3498cm3,Niebieski,Natylnekoła,Benzyna,26500km,MercedesBenz,KlasaE,333KM,199000,Automatyczna,2016
4395cm3,Srebrny,Natylnekoła,Benzyna,90351km,BMW,Seria6,450KM,131000,Automatyczna,2012
2993cm3,Czarny,Natylnekoła,Diesel,236000km,BMW,Seria6,286KM,80900,Automatyczna,2008
1242cm3,Czarny,Naprzedniekoła,Benzyna,152850km,Fiat,500,69KM,23600,Manualna,2010
1991cm3,Czarny,Natylnekoła,Benzyna,43000km,MercedesBenz,KlasaE,184KM,239000,Automatyczna,2019
1995cm3,Czarny,Natylnekoła,Benzyna,134000km,BMW,Seria3,170KM,65000,Automatyczna,2012
1781cm3,Czarny,Naprzedniekoła,Benzyna,350000km,Audi,TT,180KM,9900,Manualna,2000
1587cm3,Zielony,Naprzedniekoła,Benzyna,172000km,Peugeot,206CC,110KM,11000,Manualna,2004
1995cm3,Innykolor,Natylnekoła,Diesel,105147km,BMW,Seria4,163KM,73900,Manualna,2014
1998cm3,Biały,Natylnekoła,Benzyna,44000km,Mazda,MX5,160KM,105000,Manualna,2017
4663cm3,Biały,Natylnekoła,Benzyna,46000km,MercedesBenz,KlasaS,455KM,587700,Automatyczna,2016
1896cm3,Czarny,Naprzedniekoła,Diesel,198500km,Volkswagen,NewBeetle,105KM,16900,Manualna,2005
1995cm3,Innykolor,Natylnekoła,Diesel,163300km,BMW,Seria3,184KM,60900,Automatyczna,2011
3246cm3,Innykolor,Natylnekoła,Benzyna,136000km,BMW,M3,343KM,165000,Automatyczna,2006
1997cm3,Czarny,Naprzedniekoła,Benzyna,130000km,Peugeot,206CC,138KM,7999,Manualna,2002
4973cm3,Biały,Natylnekoła,Benzyna,145000km,MercedesBenz,SL,326KM,80000,Automatyczna,1991
1796cm3,Srebrny,Naprzedniekoła,Benzyna,207000km,Opel,Astra,140KM,16500,Manualna,2007
1984cm3,Szary,Naprzedniekoła,Benzyna,8800km,Audi,A5,190KM,229900,Automatyczna,2020
2290cm3,Czarny,Naprzedniekoła,Benzyna,220000km,Saab,900,150KM,9000,Manualna,1996
2996cm3,Srebrny,Natylnekoła,BenzynaLPG,145000km,BMW,Seria3,230KM,63500,Automatyczna,2011
4973cm3,Czarny,Natylnekoła,Benzyna,160000km,MercedesBenz,SL,326KM,59500,Automatyczna,1991
1595cm3,Zielony,Naprzedniekoła,Benzyna,196000km,Honda,CRX,160KM,24900,Manualna,1997
1300cm3,Fioletowy,Natylnekoła,Benzyna,51000km,Volkswagen,Garbus,33KM,61000,Manualna,1967
1998cm3,Szary,Naprzedniekoła,Benzyna,320000km,Saab,93,210KM,8500,Manualna,2004
3179cm3,Innykolor,Natylnekoła,Benzyna,169000km,Porsche,Boxster,280KM,94000,Automatyczna,2005
2706cm3,Czerwony,Natylnekoła,Benzyna,87400km,Porsche,Boxster,265KM,119000,Automatyczna,2013
1587cm3,Zielony,Naprzedniekoła,Benzyna,179500km,Peugeot,206CC,110KM,5000,Manualna,2001
2979cm3,Czarny,Natylnekoła,Benzyna,88920km,BMW,M4,431KM,198000,Automatyczna,2016
1991cm3,Żółty,Natylnekoła,Benzyna,119000km,BMW,Z3,150KM,55000,Manualna,2000
1794cm3,Szary,Natylnekoła,Benzyna,131600km,Toyota,MR2,140KM,45900,Automatyczna,2003
3731cm3,Biały,Natylnekoła,Benzyna,115000km,Ford,Mustang,305KM,59500,Automatyczna,2013
2979cm3,Czarny,Natylnekoła,Benzyna,40856km,BMW,Seria6,320KM,144900,Automatyczna,2011
1998cm3,Biały,Natylnekoła,Benzyna,20300km,Mazda,MX5,184KM,107000,Manualna,2019
1796cm3,Czerwony,Natylnekoła,Benzyna,118335km,MG,MGF,125KM,16900,Manualna,1997
1984cm3,Czarny,Naprzedniekoła,Diesel,193000km,Volvo,C70,150KM,48800,Manualna,2012
2000cm3,Biały,Natylnekoła,Benzyna,16800km,Porsche,718Boxster,300KM,185000,Automatyczna,2019
4395cm3,Czarny,Natylnekoła,Benzyna,60000km,BMW,Seria6,407KM,90500,Automatyczna,2012
2998cm3,Niebieski,4x4dołączanyautomatycznie,Benzyna,5km,BMW,Seria4,374KM,459900,Automatyczna,2022
1798cm3,Czarny,Naprzedniekoła,Benzyna,177500km,Audi,A3,160KM,38000,Automatyczna,2008
1197cm3,Srebrny,Naprzedniekoła,Benzyna,134560km,Audi,A3,105KM,46700,Manualna,2011
1598cm3,Niebieski,Natylnekoła,Benzyna,212000km,Mazda,MX5,110KM,17400,Manualna,2001
5461cm3,Czarny,Natylnekoła,Benzyna,,MercedesBenz,SL,565KM,325000,Automatyczna,2013
2972cm3,Biały,Naprzedniekoła,Benzyna,105340km,Chrysler,LeBaron,143KM,10900,Automatyczna,1992
3980cm3,Zielony,Natylnekoła,Benzyna,220027km,Jaguar,XJS,226KM,74500,Automatyczna,1994
1991cm3,Biały,Naprzedniekoła,Benzyna,7500km,MercedesBenz,SLC,184KM,174900,Automatyczna,2018
5000cm3,Czarny,Natylnekoła,Benzyna,51000km,Jaguar,XK,510KM,155000,Automatyczna,2009
1781cm3,Niebieski,Naprzedniekoła,Benzyna,216486km,Volkswagen,Golf,75KM,8500,Manualna,1999
1499cm3,Bordowy,Naprzedniekoła,Benzyna,199000km,Mitsubishi,Colt,109KM,9500,Manualna,2006
895cm3,Biały,Natylnekoła,Benzyna,99000km,Renault,Inny,40KM,14000,Manualna,1960
1598cm3,Srebrny,Naprzedniekoła,Benzyna,172184km,Peugeot,308CC,120KM,23000,Manualna,2009
1998cm3,Niebieski,Natylnekoła,Benzyna,150566km,MercedesBenz,SLK,136KM,29900,Manualna,1997
1598cm3,Srebrny,Naprzedniekoła,Benzyna,155492km,Renault,Megane,115KM,9999,Manualna,2004
4973cm3,Czarny,Natylnekoła,Benzyna,177964km,MercedesBenz,SL,326KM,34900,Automatyczna,1991
1995cm3,Czarny,Natylnekoła,Benzyna,62665km,BMW,Seria3,170KM,60000,Automatyczna,2008
5750cm3,Niebieski,Natylnekoła,Benzyna,79492km,Ford,Mustang,156KM,33900,Automatyczna,1973
1390cm3,Czarny,Naprzedniekoła,Benzyna,123600km,Volkswagen,Eos,122KM,20900,Manualna,2008
4939cm3,Niebieski,Natylnekoła,Benzyna,190000km,MercedesBenz,SL,223KM,99999,Automatyczna,1987
3246cm3,Czarny,Natylnekoła,Benzyna,116000km,BMW,Z4M,343KM,129500,Manualna,2006
1598cm3,Szary,Naprzedniekoła,Benzyna,25000km,Opel,Cascada,200KM,69900,Automatyczna,2016
898cm3,Biały,Natylnekoła,Benzyna,1706km,Smart,Fortwo,90KM,82000,Automatyczna,2017
4244cm3,Czarny,Natylnekoła,Benzyna,73979km,Maserati,Spyder,390KM,59500,Automatyczna,2005
3436cm3,Czerwony,Natylnekoła,Benzyna,141000km,Porsche,Boxster,315KM,254000,Automatyczna,2014
1997cm3,Srebrny,Naprzedniekoła,Diesel,190000km,Volvo,C70,136KM,33900,Manualna,2009
1587cm3,Srebrny,Naprzedniekoła,Benzyna,98700km,Peugeot,206CC,110KM,10900,Manualna,2006
1991cm3,Czerwony,Natylnekoła,Benzyna,65180km,MercedesBenz,SLC,184KM,199900,Automatyczna,2017
4395cm3,Czarny,4x4stały,Benzyna,40622km,BMW,Seria6,450KM,185000,Automatyczna,2015
3199cm3,Srebrny,Natylnekoła,Benzyna,250000km,MercedesBenz,SLK,218KM,11999,Manualna,2000
6208cm3,Czarny,Natylnekoła,Benzyna,177000km,MercedesBenz,SL,525KM,80000,Automatyczna,2009
1997cm3,Czarny,Naprzedniekoła,Diesel,220000km,Peugeot,308CC,140KM,26000,Manualna,2009
4966cm3,Biały,Natylnekoła,Benzyna,39000km,MercedesBenz,SL,306KM,99000,Automatyczna,2002
3436cm3,Czarny,Natylnekoła,Benzyna,37000km,Porsche,Boxster,315KM,319900,Automatyczna,2015
1364cm3,Niebieski,Naprzedniekoła,Benzyna,192000km,Opel,Tigra,90KM,9900,Manualna,2005
1995cm3,Złoty,Naprzedniekoła,Benzyna,180000km,BMW,Seria1,143KM,31500,Manualna,2009
1794cm3,Niebieski,Natylnekoła,Benzyna,153000km,Toyota,MR2,140KM,29900,Manualna,2000
1968cm3,Czarny,Naprzedniekoła,Diesel,190000km,Audi,A4,140KM,28900,Manualna,2007
1997cm3,Srebrny,Naprzedniekoła,Benzyna,213000km,Peugeot,206CC,138KM,9700,Manualna,2002
1998cm3,Czarny,Natylnekoła,Benzyna,34499km,BMW,Seria4,258KM,119900,Automatyczna,2017
1798cm3,Biały,Naprzedniekoła,Benzyna,105000km,Volkswagen,Beetle,170KM,65900,Automatyczna,2016
1796cm3,Szary,Naprzedniekoła,Benzyna,209000km,Opel,Astra,140KM,16900,Manualna,2008
3000cm3,Czarny,Natylnekoła,Benzyna,295000km,Porsche,911,215KM,228000,Manualna,1983
7994cm3,Czerwony,Natylnekoła,Benzyna,56000km,Dodge,Viper,400KM,279900,Manualna,1994
6162cm3,Szary,Natylnekoła,Benzyna,39000km,Chevrolet,Camaro,453KM,159900,Automatyczna,2017
1700cm3,Srebrny,Natylnekoła,Benzyna,295000km,Porsche,914,90KM,95000,Manualna,1971
1796cm3,Niebieski,Naprzedniekoła,Benzyna,210000km,Opel,Tigra,125KM,9500,Manualna,2005
3000cm3,Niebieski,Natylnekoła,Benzyna,149500km,BMW,Seria6,320KM,89900,Automatyczna,2013
1998cm3,Niebieski,Naprzedniekoła,Benzyna,40000km,MINI,CooperS,192KM,106887,Automatyczna,2017
2497cm3,Szary,Natylnekoła,Benzyna,105000km,Porsche,718Boxster,350KM,240000,Manualna,2016
1997cm3,Niebieski,Naprzedniekoła,Diesel,209150km,Volvo,C70,136KM,24800,Manualna,2009
1747cm3,Czerwony,Naprzedniekoła,Benzyna,137000km,Fiat,Barchetta,130KM,15900,Manualna,1995
5461cm3,Biały,4x4stały,Benzyna,77500km,MercedesBenz,KlasaS,585KM,485000,Automatyczna,2016
3498cm3,Srebrny,Natylnekoła,Benzyna,148000km,MercedesBenz,SL,272KM,94000,Automatyczna,2006
4999cm3,Biały,Natylnekoła,Benzyna,98419km,BMW,M6,507KM,47000,Automatyczna,2010
1595cm3,Niebieski,Naprzedniekoła,Benzyna,149800km,Volkswagen,Golf,100KM,11900,Manualna,1999
4395cm3,Czarny,4x4stały,Benzyna,28000km,BMW,Seria8,530KM,569000,Automatyczna,2020
1721cm3,Czarny,Naprzedniekoła,Benzyna,141000km,Renault,19,73KM,3500,Manualna,1993
1998cm3,Srebrny,Natylnekoła,Benzyna,275000km,MercedesBenz,SLK,136KM,15000,Automatyczna,1998
1386cm3,Czarny,Naprzedniekoła,Benzyna,177000km,Nissan,Micra,88KM,8700,Manualna,2007
1998cm3,Czarny,Naprzedniekoła,Benzyna,189000km,Renault,Megane,136KM,8900,Manualna,2005
1997cm3,Czerwony,Natylnekoła,Benzyna,1km,Jaguar,FType,300KM,442940,Automatyczna,2022
1998cm3,Czerwony,Natylnekoła,Benzyna,31000km,BMW,Z4,258KM,207000,Automatyczna,2019
1598cm3,Czarny,Naprzedniekoła,Benzyna,182000km,Peugeot,207CC,120KM,15900,Manualna,2007
1984cm3,Niebieski,Naprzedniekoła,Benzyna,142500km,Volkswagen,Eos,200KM,23500,Manualna,2006
3498cm3,Srebrny,Natylnekoła,Benzyna,172446km,MercedesBenz,SL,306KM,134070,Automatyczna,2012
1968cm3,Brązowy,Naprzedniekoła,Diesel,146000km,Volkswagen,Eos,140KM,29500,Manualna,2008
1598cm3,Czarny,Natylnekoła,Benzyna,125000km,Mazda,MX5,110KM,25800,Manualna,2004
